SUB_HAP,SUB_SAT,SUB_SLP,DIC_PAR,DIC_FRI,DIC_OTH,ULT_PRO_PAR,ULT_PRO_FRI,ULT_PRO_OTH,ULT_REC_PAR,ULT_REC_FRI,ULT_REC_OTH,TRU_PAR,TRU_FRI,TRU_OTH,SPN_UNM,SPN_THK,SPN_FEA,SPN_LIV,SPN_IMP,KAN_SEC,KAN_THI,KAN_SUP,KAN_PRD,KAN_KYK,DED_SHI,DED_TEN,DED_JIG,DED_KIS,DED_PUN,SEX_IMP,SEX_MAS,SEX_SEX,SEX_OBJ,SEX_NIN,SEX_NNA,SEX_IMP_num,SEX_MAS_nen,SEX_SEX_nen,SEX_NIN_cen,F_SEX,F_GEN_2,F_GEN,F_FGR,F_INK,F_INS,F_INK_cen,F_INS_cen,F_TAN,ARE,PRE,MAR,CHI,ID
8,7,8,5,0,0,5,5,5,5,5,5,5,3,3,3,3,3,3,4,3,2,3,3,3,3,2,2,3,3,4,,,Isei,,3,4,,,,male,50_bf,50dai,Sen_Sotsu,Unknown,Unknown,,,PC(Mac),Kanto,13,Married,NoChild,191
3,5,7,0,0,0,5,5,5,5,5,5,5,5,5,3,3,2,3,3,2,2,3,3,3,2,2,2,3,3,5,8,4,Isei,N101nin-,0,5,365,12,101,male,50_bf,50dai,Kou_Sotsu,y0,y0,0,0,PC(Mac),Kinki,27,NotMarried,Child,192
7,7,5,10,5,0,10,5,5,10,5,5,10,8,5,3,3,2,2,3,1,1,1,1,3,3,3,3,3,3,,,,Isei,,4,,,,,female,30_bf,30dai,Dai_Sotsu,y200-400,y200-400,3,3,SMA(iOS_iPhone),Kinki,27,NotMarried,Child,193
6,5,6,4,3,3,3,3,3,5,4,3,5,4,3,2,3,3,2,3,2,2,2,1,2,2,2,2,3,2,2,5,2,,,2,2,26,2,,male,50_bf,50dai,Mas_Shu,y800-1000,y800-1000,9,9,SMA(android),Kanto,13,Married,NoChild,194
6,5,4,4,3,0,4,4,5,5,3,5,6,5,2,2,3,3,3,4,3,2,2,2,3,2,2,1,4,3,4,0,2,Isei,N11-15nin,0,4,0,2,13,female,40_af,40dai,Kou_Sotsu,y400-600,y1200-1500,5,13.5,SMA(android),Kanto,8,Married,Child,195
10,10,8,0,0,0,0,5,5,0,5,5,10,10,0,1,1,1,1,4,1,1,1,1,3,1,1,1,1,1,4,2,3,Isei,N5-7nin,0,4,2,4,6,male,50_bf,50dai,Dai_Sotsu,y1000-1200,y1000-1200,11,11,SMA(iOS_iPhone),Kanto,12,Married,Child,196
9,7,8,5,3,0,5,2,0,2,0,0,10,5,0,3,2,2,3,4,3,2,3,2,3,2,2,2,3,2,5,,,Isei,N8-10nin,2,5,,,9,female,30_af,30dai,Kou_Sotsu,y0,y200-400,0,3,SMA(iOS_iPhone),Shikoku,38,Married,NoChild,197
7,7,4,10,3,1,9,5,5,1,4,5,9,5,3,4,4,4,4,4,3,2,4,3,3,4,2,2,4,2,5,7,4,Isei,N31-50nin,0,5,130,12,35.5,male,40_af,40dai,Sen_Chu,y200-400,y200-400,3,3,PC(Windows),Hokkaido,1,NotMarried,NoChild,198
7,6,7,5,2,0,5,3,0,5,3,0,10,2,1,3,3,3,3,4,2,2,2,2,2,3,3,2,4,3,4,0,,Isei,,2,4,0,,,female,40_bf,40dai,Dai_Sotsu,y0,Unknown,0,,SMA(android),Chubu,19,Married,Child,199
9,8,10,2,8,10,1,6,10,0,1,10,0,8,10,3,4,3,4,4,3,1,3,2,3,1,2,1,2,1,2,6,0,Ryoho,N0nin,0,2,52,0,0,female,30_bf,30dai,Dai_Sotsu,y1-200,y1-200,1,1,SMA(Windows),Kanto,8,NotMarried,NoChild,200
2,2,10,5,3,0,5,5,5,5,5,5,10,10,10,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,0,4,Isei,,1,1,0,12,,female,40_bf,40dai,Doc_Shu,y200-400,y1200-1500,3,13.5,SMA(android),Kinki,26,Married,Child,201
7,7,7,10,3,0,10,5,0,0,3,0,10,3,0,3,3,3,2,3,3,2,3,3,3,2,3,2,3,3,4,4,4,Isei,N11-15nin,0,4,12,12,13,male,40_bf,40dai,Dai_Sotsu,y400-600,y400-600,5,5,SMA(android),Kanto,14,Married,Child,202
8,8,8,10,10,0,5,5,0,5,5,0,5,5,0,1,3,3,3,3,1,1,1,1,3,3,3,3,3,3,4,,,Isei,,3,4,,,,male,40_af,40dai,Dai_Sotsu,y1000-1200,y1000-1200,11,11,PC(Windows),Kanto,13,Married,Child,203
7,7,6,2,0,0,5,3,2,2,1,1,3,2,1,2,3,3,3,4,1,1,1,3,3,2,2,2,3,3,,,,,,5,,,,,female,50_bf,50dai,Sen_Sotsu,Unknown,Unknown,,,PC(Windows),Chubu,15,Married,NoChild,204
5,5,5,5,3,0,5,5,0,5,4,1,8,5,1,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,0,,Isei,,2,3,0,,,female,30_af,30dai,Kou_Sotsu,y0,y200-400,0,3,PC(Windows),Chugoku,31,Married,Child,205
8,8,10,5,5,0,5,5,5,5,5,5,10,10,10,2,3,3,3,4,2,2,2,2,3,2,2,2,2,2,4,,,,,4,4,,,,male,40_bf,40dai,Sen_Sotsu,y200-400,y400-600,3,5,PC(Windows),Shikoku,39,Married,Child,206
6,6,8,4,5,3,4,5,3,4,5,4,3,4,2,2,2,2,2,1,2,3,3,2,2,2,1,2,1,2,3,2,5,Ryoho,N2-3nin,0,3,2,26,2.5,male,30_bf,30dai,Dai_Chu,y400-600,y600-800,5,7,Tab(iOS_iPad),Kanto,13,Married,Child,207
0,0,8,10,0,0,5,5,5,0,0,5,10,0,0,1,3,3,2,4,1,1,1,1,3,1,1,1,1,1,,,,,,5,,,,,female,20_af,20dai,Dai_Sotsu,y400-600,y400-600,5,5,PC(Windows),Chubu,20,NotMarried,NoChild,208
7,5,5,5,0,0,5,1,5,0,5,5,10,5,2,1,3,3,2,4,2,1,1,1,3,2,2,2,3,2,5,7,6,Isei,N2-3nin,0,5,130,52,2.5,male,30_af,30dai,Dai_Sotsu,y600-800,y600-800,7,7,PC(Windows),Chubu,24,Married,Child,209
2,2,9,1,3,1,3,5,5,7,5,5,8,3,3,3,2,2,2,3,3,3,2,2,3,1,1,1,1,2,3,5,,Isei,,2,3,26,,,male,40_bf,40dai,Dai_Sotsu,y200-400,y200-400,3,3,PC(Windows),Kanto,11,NotMarried,NoChild,210
6,5,7,7,4,3,7,4,3,5,4,3,3,3,0,2,3,3,2,3,2,2,2,3,3,3,2,2,3,3,4,,,Isei,,3,4,,,,female,40_bf,40dai,Sen_Sotsu,y1-200,Unknown,1,,SMA(android),Kyushu,46,NotMarried,NoChild,211
9,8,7,8,5,0,10,10,10,5,5,5,10,10,5,2,3,3,2,3,2,1,3,2,4,3,3,3,3,3,4,,4,Isei,N4-5nin,1,4,,12,4.5,female,30_bf,30dai,Sen_Sotsu,y0,y400-600,0,5,SMA(iOS_iPhone),Kanto,14,Married,Child,212
4,4,3,3,3,0,3,4,0,3,4,0,3,4,0,3,2,3,3,3,2,3,2,4,2,3,3,2,3,1,5,4,4,,N2-3nin,1,5,12,12,2.5,female,60_af,60dai,Sen_Sotsu,y1-200,y400-600,1,5,SMA(android),Chugoku,34,Married,Child,213
7,10,6,5,8,2,2,5,8,5,2,5,10,10,2,3,2,4,3,3,1,1,1,2,3,1,1,1,3,2,2,,,Isei,N1nin,2,2,,,1,female,40_bf,40dai,Dai_Sotsu,y0,y800-1000,0,9,PC(Windows),Kanto,8,Married,NoChild,214
4,3,2,5,4,2,5,4,2,2,2,1,8,6,6,4,3,3,3,3,2,2,3,3,3,2,2,3,3,3,4,6,,Isei,,2,4,52,,,male,30_af,30dai,Dai_Sotsu,y200-400,Unknown,3,,SMA(iOS_iPhone),Kanto,11,NotMarried,NoChild,215
8,6,8,10,10,5,10,10,5,5,5,5,4,4,4,1,3,2,4,4,1,1,2,3,2,1,1,1,3,3,5,9,3,Isei,N1nin,0,5,730,4,1,male,60_af,60dai,Kou_Sotsu,y600-800,y600-800,7,7,PC(Windows),Kanto,14,Married,Child,216
8,9,6,10,0,0,5,2,2,5,2,2,5,1,1,2,3,2,3,3,3,3,2,2,3,1,1,1,3,1,3,4,,Isei,N4-5nin,1,3,12,,4.5,male,60_bf,60dai,Dai_Sotsu,Unknown,Unknown,,,PC(Windows),Kanto,12,Married,Child,217
0,0,9,10,5,0,10,5,0,10,5,0,10,5,0,4,1,4,4,4,4,4,1,1,4,1,1,1,4,1,4,7,1,Isei,N1nin,0,4,130,1,1,male,40_bf,40dai,Chu_Sotsu,y1-200,y1-200,1,1,PC(Windows),Kinki,27,NotMarried,NoChild,218
7,7,9,5,5,3,5,5,3,5,5,2,5,4,3,2,2,2,2,3,1,2,1,1,3,1,1,1,2,2,3,,,,,4,3,,,,female,30_bf,30dai,Dai_Sotsu,y400-600,y800-1000,5,9,SMA(android),Kanto,13,Married,NoChild,219
5,5,9,5,5,0,5,5,5,5,5,5,5,5,3,1,1,1,1,3,1,1,1,1,3,3,3,3,3,3,1,0,2,Isei,N2-3nin,0,1,0,2,2.5,female,20_af,20dai,Dai_Sotsu,y200-400,Unknown,3,,PC(Windows),Kinki,28,NotMarried,NoChild,220
3,3,8,5,5,0,5,5,0,1,1,1,2,2,0,3,3,3,3,4,2,2,2,2,3,2,2,2,3,3,4,,,Isei,,3,4,,,,female,40_bf,40dai,Kou_Sotsu,y1-200,y1-200,1,1,SMA(android),Kanto,13,NotMarried,NoChild,221
4,4,5,10,5,0,10,5,5,5,5,5,3,3,0,2,2,3,3,3,2,2,2,3,2,2,2,2,3,3,3,,,,,4,3,,,,female,30_af,30dai,Dai_Chu,Unknown,Unknown,,,SMA(android),Tohoku,4,NotMarried,NoChild,222
6,3,2,8,4,0,7,5,0,7,3,0,7,4,0,4,3,2,3,3,1,1,2,2,4,3,3,3,4,2,4,4,,,N2-3nin,2,4,12,,2.5,female,20_af,20dai,Dai_Sotsu,y200-400,y200-400,3,3,SMA(android),Kanto,13,NotMarried,NoChild,223
10,8,8,0,0,0,5,5,5,0,0,0,10,10,10,2,3,2,2,3,1,1,1,2,3,2,2,2,3,2,2,,,,,4,2,,,,male,30_af,30dai,Kou_Sotsu,y600-800,y1000-1200,7,11,SMA(iOS_iPhone),Hokkaido,1,Married,Child,224
7,3,8,10,5,0,5,5,5,5,5,5,10,10,10,3,3,1,3,3,2,2,2,2,3,4,4,4,4,4,,,,,,5,,,,,female,40_bf,40dai,Kou_Sotsu,y1-200,y200-400,1,3,PC(Windows),Kinki,25,Married,Child,225
9,9,7,0,3,0,5,5,5,1,1,1,0,0,0,4,4,4,4,4,2,2,3,1,3,4,1,2,3,3,5,7,0,Isei,N0nin,0,5,130,0,0,other,30_af,30dai,Dai_Sotsu,y1-200,y600-800,1,7,PC(Mac),Kanto,12,Married,Child,226
7,8,10,10,10,10,5,5,5,0,0,0,10,10,10,3,4,4,4,4,2,2,2,2,4,3,3,3,4,4,4,7,4,Isei,N4-5nin,0,4,130,12,4.5,male,30_af,30dai,Sen_Sotsu,y200-400,y600-800,3,7,PC(Windows),Kanto,12,NotMarried,NoChild,227
4,8,2,10,1,0,0,0,0,2,2,2,5,1,0,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,4,,1,Isei,,2,4,,1,,male,30_af,30dai,Dai_Sotsu,y400-600,y400-600,5,5,Tab(iOS_iPad),Hokkaido,1,Married,Child,228
6,5,8,2,1,0,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,,,,,4,4,,,,male,40_bf,40dai,Dai_Sotsu,y1-200,y1-200,1,1,PC(Windows),Kanto,13,NotMarried,NoChild,229
6,5,6,5,3,0,5,5,5,5,5,5,5,5,5,2,3,3,2,3,3,2,2,3,4,3,3,3,4,3,4,,,Isei,,3,4,,,,female,20_af,20dai,Dai_Sotsu,Unknown,Unknown,,,SMA(android),Kyushu,40,NotMarried,NoChild,230
5,5,7,10,10,10,5,5,5,5,5,5,10,10,10,2,2,2,2,4,3,1,1,3,3,3,2,2,3,3,2,0,6,Isei,N5-7nin,0,2,0,52,6,female,20_af,20dai,Dai_Sotsu,y400-600,y400-600,5,5,SMA(iOS_iPhone),Kanto,13,NotMarried,NoChild,231
2,2,7,3,5,2,5,5,3,5,5,3,3,3,2,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,,0,,,,4,,0,,,female,30_af,30dai,Dai_Sotsu,y200-400,Unknown,3,,SMA(android),Kinki,30,Married,Child,232
4,5,6,3,3,0,5,5,3,4,2,1,3,3,1,2,3,3,2,3,1,1,2,3,3,2,2,3,2,2,2,4,5,Isei,N1nin,0,2,12,26,1,female,20_af,20dai,Dai_Sotsu,y200-400,y200-400,3,3,SMA(android),Tohoku,3,NotMarried,NoChild,233
0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,4,3,3,3,2,4,1,1,1,1,1,1,0,5,Isei,,1,1,0,26,,male,30_af,30dai,Kou_Sotsu,y400-600,y400-600,5,5,SMA(android),Kanto,8,Married,Child,234
4,4,3,10,5,0,5,5,5,5,5,5,10,10,0,2,3,3,3,3,3,3,2,3,3,2,2,2,3,3,2,0,1,Isei,N4-5nin,0,2,0,1,4.5,female,30_af,30dai,Sen_Sotsu,y1-200,Unknown,1,,SMA(android),Kinki,28,Married,Child,235
6,6,7,5,0,0,5,0,0,5,0,0,0,0,0,3,3,3,3,3,2,2,3,1,3,3,3,3,3,3,4,4,4,Isei,N2-3nin,0,4,12,12,2.5,female,40_bf,40dai,Dai_Sotsu,y0,y200-400,0,3,Tab(android),Kinki,30,Married,Child,236
6,7,10,10,5,2,10,5,5,1,5,5,10,3,2,1,3,3,2,2,1,1,2,2,4,2,2,2,4,2,6,7,4,Isei,,1,6,130,12,,female,30_af,30dai,Sen_Sotsu,y1-200,y400-600,1,5,PC(Windows),Tohoku,5,Married,Child,237
8,10,10,1,2,0,5,3,0,6,3,0,10,3,0,4,4,3,4,4,1,1,3,3,3,4,3,1,4,3,5,0,0,Isei,N1nin,0,5,0,0,1,male,40_af,40dai,Kou_Sotsu,y1-200,y1-200,1,1,PC(Windows),Kanto,14,NotMarried,NoChild,238
9,9,9,10,5,0,10,5,0,10,5,0,10,10,10,4,4,4,4,4,2,2,3,3,2,1,2,3,4,3,2,,6,Isei,N4-5nin,1,2,,52,4.5,female,30_af,30dai,Sen_Sotsu,y0,y1000-1200,0,11,SMA(iOS_iPhone),Kanto,13,Married,Child,239
6,6,5,3,3,3,5,5,3,0,0,0,0,0,0,2,3,2,3,3,2,2,3,3,3,3,4,1,4,1,4,0,,,,3,4,0,,,other,30_af,30dai,Dai_Sotsu,Unknown,Unknown,,,SMA(Other),Kanto,13,Married,NoChild,240
3,2,5,3,1,0,1,0,0,1,2,1,1,1,0,2,3,2,3,3,2,2,2,2,2,3,3,3,3,3,2,0,1,Isei,N4-5nin,0,2,0,1,4.5,female,40_bf,40dai,Kou_Sotsu,y200-400,y200-400,3,3,PC(Windows),Kanto,13,NotMarried,Child,241
3,0,5,5,5,5,5,5,5,5,5,5,10,10,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,,,Isei,N2-3nin,2,5,,,2.5,female,30_bf,30dai,Dai_Sotsu,y0,y400-600,0,5,PC(Windows),Kanto,11,NotMarried,Child,242
4,4,3,0,0,0,0,5,5,0,0,5,10,10,5,1,3,3,3,4,3,2,1,1,4,2,2,2,3,2,2,,,Isei,,3,2,,,,female,20_af,20dai,Sen_Sotsu,y0,y600-800,0,7,SMA(iOS_iPhone),Kanto,12,Married,Child,243
6,5,8,10,3,0,5,3,3,1,1,1,3,3,1,2,3,4,2,3,2,2,2,2,3,3,3,2,3,2,,,,,,5,,,,,female,50_bf,50dai,Kou_Sotsu,y1-200,y1000-1200,1,11,PC(Windows),Kanto,13,Married,NoChild,244
7,4,8,5,0,0,5,5,5,1,2,2,5,2,0,3,3,3,3,3,2,4,4,3,3,3,3,3,3,3,4,,,,,4,4,,,,female,40_af,40dai,Dai_Sotsu,y0,y200-400,0,3,PC(Windows),Chugoku,33,Married,Child,245
8,9,4,0,0,0,3,5,5,5,3,5,1,3,3,3,4,4,4,4,3,3,3,3,3,4,3,3,4,4,3,6,1,Ryoho,N11-15nin,0,3,52,1,13,female,40_af,40dai,Chu_Sotsu,y0,y400-600,0,5,PC(Windows),Kinki,25,Married,Child,246
9,6,6,5,3,0,5,5,0,5,3,1,10,5,0,2,3,4,3,3,3,3,3,2,3,3,3,3,3,3,6,5,6,Isei,N21-30nin,0,6,26,52,25.5,female,30_bf,30dai,Dai_Sotsu,y200-400,y200-400,3,3,SMA(android),Hokkaido,1,NotMarried,NoChild,247
7,7,8,5,4,0,5,5,5,5,5,5,10,5,0,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,4,1,,,,female,20_af,20dai,Dai_Sotsu,y1-200,Unknown,1,,SMA(android),Chugoku,33,Married,Child,248
0,0,0,10,10,10,10,10,10,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Isei,N16-20nin,3,,,,18,male,40_af,40dai,Sen_Sotsu,y200-400,y200-400,3,3,PC(Windows),Kanto,11,NotMarried,Child,249
5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,4,2,3,Ryoho,N5-7nin,0,4,2,4,6,male,30_bf,30dai,Dai_Sotsu,y400-600,y400-600,5,5,SMA(android),Kinki,27,NotMarried,NoChild,250
5,2,5,0,0,0,5,5,5,1,1,1,3,3,3,4,2,3,3,3,3,2,3,3,3,3,2,4,4,4,5,5,,Isei,N16-20nin,1,5,26,,18,male,30_af,30dai,Kou_Sotsu,y1000-1200,y1000-1200,11,11,PC(Windows),Chubu,23,NotMarried,Child,251
6,5,4,5,5,5,5,8,5,5,5,5,5,5,5,2,3,3,3,4,2,2,3,2,3,3,3,3,3,3,4,,,Isei,N2-3nin,2,4,,,2.5,female,30_af,30dai,Kou_Sotsu,y200-400,Unknown,3,,PC(Windows),Kanto,8,NotMarried,Child,252
8,8,9,5,5,0,5,5,0,5,5,0,5,5,0,3,3,3,3,3,2,2,3,2,3,3,3,3,3,4,,,4,Isei,,3,,,12,,female,40_af,40dai,Dai_Chu,y400-600,y400-600,5,5,Tab(iOS_iPad),Kanto,12,NotMarried,Child,253
10,9,9,10,5,0,10,5,0,10,5,0,10,5,0,3,4,3,4,3,1,1,4,3,3,4,1,1,4,4,1,,,,,4,1,,,,female,30_af,30dai,Dai_Chu,y200-400,y200-400,3,3,SMA(android),Chugoku,35,Married,Child,254
5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,3,3,2,2,2,2,3,2,2,2,3,3,,,,,,5,,,,,female,40_bf,40dai,Kou_Sotsu,y0,Unknown,0,,SMA(iOS_iPhone),Shikoku,37,Married,Child,255
9,9,10,10,10,0,8,8,5,1,1,1,10,10,5,2,4,3,3,4,3,1,2,2,3,3,3,3,3,3,5,4,4,Isei,N5-7nin,0,5,12,12,6,female,30_bf,30dai,Dai_Sotsu,y200-400,y400-600,3,5,SMA(Windows),Chubu,20,NotMarried,NoChild,256
8,8,8,5,5,0,5,5,0,0,0,0,1,1,0,2,3,3,3,3,2,2,2,2,3,2,2,2,2,2,4,,,Isei,N16-20nin,2,4,,,18,female,40_bf,40dai,Dai_Sotsu,y400-600,y400-600,5,5,SMA(android),Kyushu,40,NotMarried,Child,257
5,3,3,5,5,0,3,4,4,3,3,2,3,4,4,3,2,2,2,3,3,2,3,2,2,3,3,3,3,2,3,4,3,Ryoho,N4-5nin,0,3,12,4,4.5,female,30_bf,30dai,Dai_Sotsu,y400-600,y400-600,5,5,SMA(android),Kanto,8,Married,Child,258
7,6,4,5,3,0,5,5,3,1,3,4,7,4,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,4,0,,Isei,N2-3nin,1,4,0,,2.5,female,30_af,30dai,Dai_Sotsu,y200-400,y400-600,3,5,SMA(iOS_iPhone),Chubu,23,Married,Child,259
4,4,3,8,4,2,8,4,2,2,1,1,8,4,2,2,3,3,2,4,3,3,2,2,3,3,3,3,3,3,4,7,2,Isei,N5-7nin,0,4,130,2,6,male,40_bf,40dai,Dai_Sotsu,y400-600,y800-1000,5,9,PC(Windows),Tohoku,2,NotMarried,NoChild,260
4,5,5,5,0,0,5,0,0,1,0,0,10,5,0,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,4,6,6,Isei,N1nin,0,4,52,52,1,male,20_af,20dai,Dai_Sotsu,y400-600,y800-1000,5,9,Tab(iOS_iPad),Kanto,13,NotMarried,NoChild,261
7,5,6,5,5,0,5,5,5,1,2,1,4,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,,,,N2-3nin,4,,,,2.5,female,20_bf,20dai,Sen_Sotsu,y0,Unknown,0,,SMA(android),Kanto,12,Married,NoChild,262
8,5,8,10,10,0,5,6,0,10,10,0,10,10,0,2,3,1,1,3,3,1,1,3,3,2,2,2,2,2,5,4,2,Ryoho,N5-7nin,0,5,12,2,6,male,30_af,30dai,Sen_Sotsu,y400-600,y400-600,5,5,PC(Mac),Kanto,14,Married,Child,263
9,8,8,8,6,3,5,5,5,5,5,5,8,8,8,4,4,4,4,4,2,2,2,3,3,4,4,4,4,4,5,7,7,Isei,N4-5nin,0,5,130,130,4.5,female,30_bf,30dai,Kou_Sotsu,y0,y600-800,0,7,PC(Windows),Tohoku,6,Married,NoChild,264
8,8,10,5,1,0,5,5,5,2,5,5,10,5,0,3,3,3,3,4,2,1,2,3,3,3,3,3,4,3,4,,,Isei,N1nin,2,4,,,1,female,30_af,30dai,Dai_Sotsu,y0,Unknown,0,,SMA(android),Kyushu,47,Married,Child,265
8,5,3,0,0,0,5,5,5,5,5,5,5,5,0,1,3,3,2,3,3,3,3,3,4,3,3,3,3,4,5,0,5,Isei,N1nin,0,5,0,26,1,female,30_bf,30dai,Dai_Sotsu,y0,y600-800,0,7,PC(Windows),Kanto,13,Married,Child,266
4,3,4,0,0,0,5,5,5,5,3,4,10,10,10,2,3,3,3,4,3,2,1,3,4,2,2,2,4,2,6,7,5,Isei,N2-3nin,0,6,130,26,2.5,male,30_bf,30dai,Kou_Sotsu,y400-600,y400-600,5,5,PC(Windows),Kinki,28,NotMarried,NoChild,267
7,6,4,8,5,2,8,5,2,8,5,2,8,5,2,4,3,3,3,3,3,2,3,2,3,3,3,3,3,4,3,0,,,,3,3,0,,,female,40_af,40dai,Mas_Shu,y400-600,y400-600,5,5,SMA(android),Chubu,23,NotMarried,NoChild,268
10,10,4,0,0,0,0,0,0,0,0,0,1,3,0,2,2,2,1,3,2,2,2,2,4,3,3,3,3,3,,,,,,5,,,,,female,30_bf,30dai,Dai_Sotsu,y0,y600-800,0,7,SMA(android),Chubu,20,Married,NoChild,269
0,0,0,0,0,0,1,1,10,0,1,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,Ryoho,N4-5nin,0,4,2,12,4.5,male,20_af,20dai,Kou_Sotsu,y400-600,y200-400,5,3,Tab(Windows),Hokkaido,1,Married,Child,270
4,4,4,7,3,1,7,5,5,3,3,5,5,5,3,3,3,4,3,4,2,1,2,3,4,3,3,3,3,4,1,0,,,,3,1,0,,,female,20_af,20dai,Dai_Sotsu,y1-200,Unknown,1,,SMA(android),Kinki,25,NotMarried,NoChild,271
4,5,4,10,10,0,5,5,3,5,4,4,5,6,4,3,2,3,2,3,2,2,3,3,3,2,2,3,3,3,3,0,2,Ryoho,N11-15nin,0,3,0,2,13,male,30_bf,30dai,Sen_Sotsu,y600-800,y800-1000,7,9,PC(Windows),Kinki,27,Married,NoChild,272
6,7,7,5,3,0,5,5,3,3,3,1,7,5,5,3,3,3,4,4,2,2,2,3,3,3,2,2,3,4,2,4,5,Isei,N1nin,0,2,12,26,1,female,40_bf,40dai,Dai_Sotsu,y1-200,y600-800,1,7,SMA(android),Kyushu,40,Married,Child,273
8,8,10,0,0,0,5,0,0,5,0,0,5,0,0,3,2,2,2,3,1,1,1,1,3,1,1,3,3,1,5,0,7,Isei,N11-15nin,0,5,0,130,13,female,20_af,20dai,Dai_Sotsu,y400-600,y400-600,5,5,PC(Windows),Kanto,13,Married,Child,274
5,5,8,5,0,0,4,0,0,5,0,0,1,0,0,3,2,2,2,4,2,2,2,2,2,2,2,2,3,3,,,,,,5,,,,,male,40_af,40dai,Kou_Sotsu,y200-400,y400-600,3,5,SMA(android),Kanto,14,Married,Child,275
6,6,8,10,2,0,10,2,0,10,2,0,10,2,0,1,4,4,4,3,1,1,3,1,3,1,3,1,1,1,4,,0,Isei,N0nin,1,4,,0,0,male,40_bf,40dai,Sen_Sotsu,y1-200,y200-400,1,3,Tab(iOS_iPad),Chubu,16,NotMarried,NoChild,276
8,9,5,7,5,3,7,5,3,3,2,1,8,5,3,3,3,3,3,4,2,2,2,2,3,3,3,3,3,3,3,0,3,Ryoho,N2-3nin,0,3,0,4,2.5,female,20_af,20dai,Dai_Sotsu,y0,y200-400,0,3,SMA(android),Kyushu,40,Married,Child,277
4,3,6,5,5,0,5,5,5,5,5,5,5,5,3,3,3,3,3,4,3,2,2,2,3,4,4,4,3,4,3,1,1,Isei,,1,3,1,1,,female,20_bf,20dai,Kou_Sotsu,y1-200,y1500-2000,1,17.5,SMA(iOS_iPhone),Chubu,16,NotMarried,Child,278
5,5,6,10,5,0,5,5,1,1,5,0,10,10,0,3,4,3,3,4,2,3,2,3,3,3,3,3,3,3,1,5,,Isei,N5-7nin,1,1,26,,6,male,50_bf,50dai,Dai_Sotsu,y400-600,y600-800,5,7,PC(Windows),Kinki,26,Married,Child,279
9,8,5,3,4,0,5,5,5,1,1,5,10,3,0,1,3,4,3,4,3,2,2,3,3,3,3,3,3,3,,,,,,5,,,,,female,40_bf,40dai,Sen_Sotsu,y0,y1500-2000,0,17.5,SMA(iOS_iPhone),Kanto,11,Married,Child,280
8,8,9,0,5,0,5,5,5,5,5,5,2,3,2,3,3,2,3,3,2,2,2,2,3,3,3,3,3,3,1,,,Isei,,3,1,,,,female,40_bf,40dai,Kou_Sotsu,y0,Unknown,0,,SMA(android),Shikoku,38,Married,Child,281
7,7,9,5,2,0,5,5,0,5,5,0,5,5,0,2,4,4,4,4,2,2,1,4,4,3,3,2,2,2,,,,,,5,,,,,female,40_af,40dai,Sen_Sotsu,y200-400,y1200-1500,3,13.5,PC(Windows),Kanto,14,Married,Child,282
7,5,5,5,3,0,5,3,1,3,1,1,5,5,3,2,3,4,4,4,3,2,2,2,3,4,4,4,4,4,1,,6,Isei,N1nin,1,1,,52,1,female,40_bf,40dai,Kou_Sotsu,y1-200,y600-800,1,7,PC(Windows),Kanto,14,Married,Child,283
8,8,7,10,10,10,5,5,5,3,3,0,10,10,10,3,3,3,3,4,3,3,2,3,3,2,2,2,3,3,4,6,6,Isei,N2-3nin,0,4,52,52,2.5,male,40_bf,40dai,Dai_Sotsu,y400-600,y1000-1200,5,11,SMA(iOS_iPhone),Kanto,14,Married,NoChild,284
7,5,4,7,5,3,7,4,2,4,7,8,8,5,3,2,3,3,2,3,2,2,2,3,3,3,3,3,3,3,4,,,Isei,N4-5nin,2,4,,,4.5,male,30_bf,30dai,Kou_Sotsu,y400-600,y400-600,5,5,SMA(iOS_iPhone),Kinki,27,NotMarried,NoChild,285
5,4,8,5,5,0,5,5,5,5,5,5,5,5,3,3,3,4,3,3,3,3,2,2,3,3,2,2,3,3,3,,,Isei,,3,3,,,,female,30_bf,30dai,Kou_Sotsu,y200-400,y400-600,3,5,SMA(iOS_iPhone),Kyushu,40,NotMarried,NoChild,286
